sleeper_id,weight,status,sport,fantasy_positions,college,player_id,practice_description,rotowire_id,active,position,number,last_name,height,injury_status,injury_body_part,injury_notes,practice_participation,high_school,team,sportradar_id,yahoo_id,years_exp,fantasy_data_id,hashtag,search_last_name,first_name,birth_city,espn_id,birth_date,search_first_name,news_updated,gsis_id,birth_country,birth_state,search_full_name,depth_chart_position,rotoworld_id,depth_chart_order,injury_start_date,stats_id,search_rank,pandascore_id,metadata,full_name,age
2017,193,Active,nfl,DB,Rice,2017,,9710,TRUE,CB,29,Gaines,"6'0""",Questionable,,,,Judson (MA),HOU,5f173aec-86fc-40b5-b0ae-805b46476022,27615,7,16297,#PhillipGaines-NFL-HOU-29,gaines,Phillip,,16750,1991-04-04,phillip,1.6097E+12,00-0031015,,,phillipgaines,RCB,9441,2,,504442,801,,,Phillip Gaines,30
2018,293,Inactive,nfl,OL,SMU,2018,,10171,TRUE,C,72,Gottschalk,"6'5""",,,,,,,f7221a99-8596-4609-a136-f1c86c805e78,28226,2,16298,#BenGottschalk-NFL-FA-72,gottschalk,Ben,,17424,1992-02-15,ben,,,,,bengottschalk,,,,,,9999999,,,Ben Gottschalk,26
2019,210,Inactive,nfl,QB,Georgia,2019,,9321,FALSE,QB,7,Murray,"6'1""",,,,,Plant (FL),,20729a55-0183-46d8-9cf6-67063f184e36,27691,6,16300,#AaronMurray-NFL-FA-7,murray,Aaron,,17021,1990-11-10,aaron,,,,,aaronmurray,,9411,,,495748,9999999,,,Aaron Murray,29
2020,160,Active,nfl,K,Tulane,2020,,9633,TRUE,K,2,Santos,"5'8""",,,,,St. Joseph's Academy (FL),CHI,d96ff17c-841a-4768-8e08-3a4cfcb7f717,28227,7,16301,#CairoSantos-NFL-CHI-2,santos,Cairo,,17427,1991-11-12,cairo,1.61551E+12,00-0031203,,,cairosantos,PK,10155,1,,546669,9999999,,,Cairo Santos,29
2021,303,Inactive,nfl,OL,Notre Dame,2021,,9838,FALSE,G,66,Schwenke,"6'4""",,,,,,,22856b51-b27e-4803-b5e8-9d11a32b293e,28257,3,16302,#KonaSchwenke-NFL-FA-66,schwenke,Kona,,17422,1989-06-06,kona,,,,,konaschwenke,,,,,,9999999,,,Kona Schwenke,28
2022,208,Active,nfl,DB,Brigham Young,2022,,9680,TRUE,DB,49,Sorensen,"6'2""",,,,,Colton (CA),KC,d1e46e40-5e8c-4b5a-ae03-5d0093b98633,28036,7,16303,#DanielSorensen-NFL-KC-49,sorensen,Daniel,,17259,1990-03-05,daniel,1.61669E+12,00-0030665,,,danielsorensen,FS,,1,,463549,802,,,Daniel Sorensen,31
2023,176,Active,nfl,WR,Oregon,2023,,9274,TRUE,WR,16,Thomas,"5'8""",,,,,Crenshaw (CA),BAL,35823109-daf1-4825-92b8-564271398ecb,27652,7,16305,#DeAnthonyThomas-NFL-BAL-16,thomas,De'Anthony,,16945,1993-01-05,deanthony,1.61101E+12,00-0031060,,,deanthonythomas,,,,,607847,803,,,De'Anthony Thomas,28
2024,205,Active,nfl,RB,Abilene Christian,2024,,9891,TRUE,RB,36,West,"5'10""",,,,,Springhill (LA),,65f91b8b-6794-4273-bf42-4d00b5973ddd,28044,6,16307,#CharcandrickWest-NFL-FA-36,west,Charcandrick,,17284,1991-06-02,charcandrick,1.56729E+12,00-0030668,,,charcandrickwest,,10006,,,752129,9999999,,,Charcandrick West,29
2025,195,Active,nfl,WR,Georgia State,2025,,9491,TRUE,WR,15,Wilson,"5'9""",,,,,Port St. Lucie (FL),MIA,2958ea86-e2dc-4719-93e5-cc9d093ca963,28046,7,16308,#AlbertWilson-NFL-MIA-15,wilson,Albert,,17051,1992-07-12,albert,1.59664E+12,00-0030669,,,albertwilson,,9572,,,556955,804,,,Albert Wilson,28
2026,218,Inactive,nfl,RB,Notre Dame,2026,,9280,TRUE,RB,34,Atkinson,"6'1""",,,,,,,307141c3-baf9-486c-896c-5bb825f4d082,28185,6,16309,#GeorgeAtkinson-NFL-FA-34,atkinson,George,,17396,1992-11-29,george,1.53577E+12,00-0031158,,,georgeatkinson,,,,,610931,9999999,,,George Atkinson,27
2027,285,Active,nfl,DL,Mississippi State,2027,,9746,TRUE,DE,96,Autry,"6'5""",,,,,Albemarle (NC),TEN,a21d1e4a-aae6-4ebe-8f70-1087151b2b50,28266,7,16310,#DenicoAutry-NFL-TEN-96,autry,Denico,,17447,1990-07-15,denico,1.61586E+12,00-0031254,,,denicoautry,DE,,1,,652571,805,,,Denico Autry,30
2028,210,Active,nfl,QB,Fresno State,2028,,9317,TRUE,QB,4,Carr,"6'3""",,,,,Bakersfield Christian (CA),LV,9f026fc0-4449-4dc5-a226-2e2830619381,27564,7,16311,#DerekCarr-NFL-LV-4,carr,Derek,,16757,1991-03-28,derek,1.61609E+12,00-0031280,,,derekcarr,QB,9349,1,,496083,189,,,Derek Carr,30
2029,204,Active,nfl,DB,Ohio,2029,,11514,TRUE,CB,38,Carrie,"6'0""",,,,,De La Salle (CA),IND,3f0613a9-f060-4b43-95cb-3b263f05cd0f,27747,7,16312,#TJCarrie-NFL-IND-38,carrie,T.J.,,16808,1990-07-28,tj,1.6187E+12,00-0031269,,,tjcarrie,NB,9596,1,,468954,806,,,T.J. Carrie,30
2030,195,Inactive,nfl,DB,Western Kentucky,2030,,9651,FALSE,S,31,Dowling,"6'3""",,,,,Southeast (FL),,87347e6c-2edc-4f05-98c3-889c39c07e82,27775,6,16314,#JonathanDowling-NFL-FA-31,dowling,Jonathan,,16918,1991-12-08,jonathan,,,,,jonathandowling,,,,,,9999999,,,Jonathan Dowling,28
2031,350,Active,nfl,DL,Louisiana Tech,2031,,9397,TRUE,DT,71,Ellis,"6'2""",,,,,Neville (LA),BAL,7e2c36bd-bae6-42e8-84fc-147106ed7270,27635,7,16315,#JustinEllis-NFL-BAL-71,ellis,Justin,,16857,1990-12-27,justin,1.61483E+12,00-0031346,,,justinellis,NT,,2,,,807,,,Justin Ellis,30
2032,242,Inactive,nfl,LB,Winston-Salem,2032,,9903,FALSE,LB,50,Fields,"6'1""",,,,,Northern Vance (NC),,1c54820d-aa78-494a-b83c-ca0726c76909,28209,6,16316,#CarlosFields-NFL-FA-50,fields,Carlos,,17389,1990-10-03,carlos,,,,,carlosfields,,,,,,9999999,,,Carlos Fields,29
2033,290,Active,nfl,DL,Illinois State,2033,,9785,TRUE,DE,96,Harris,"6'2""",,,,,Mequon Homestead (WI),DEN,20d66704-9c12-467f-a6ca-9cf9dc00730c,27763,7,16319,#ShelbyHarris-NFL-DEN-96,harris,Shelby,,16837,1991-08-11,shelby,1.61593E+12,00-0031270,,,shelbyharris,LDE,,1,,,808,,{injury_override_regular_2020_5=COV},Shelby Harris,29
2034,336,Active,nfl,OL,Mississippi State,2034,,9437,TRUE,OG,66,Jackson,"6'3""",,,,,Amite County (MS),SEA,1a1830c2-9717-4af0-82f0-7d7b254764f1,27609,7,16320,#GabeJackson-NFL-SEA-66,jackson,Gabe,,16753,1991-07-12,gabe,1.61604E+12,00-0031367,,,gabejackson,RG,9645,1,,,9999999,,,Gabe Jackson,29
2035,346,Inactive,nfl,OL,Delaware,2035,,10796,FALSE,OT,69,Ladson,"6'6""",,,,,,,b97c2a96-2ac6-45e8-9518-2fd3f40da0dd,28212,1,16322,#ErleLadson-NFL-FA-69,ladson,Erle,,,1991-11-27,erle,,,,,erleladson,,,,,,9999999,,,Erle Ladson,26
2036,269,Active,nfl,LB,Buffalo,2036,,9251,TRUE,LB,52,Mack,"6'3""",,,,,Westwood (FL),CHI,33c74bf8-7621-48be-a769-e219703988d9,27533,7,16323,#KhalilMack-NFL-CHI-52,mack,Khalil,,16710,1991-02-22,khalil,1.60973E+12,00-0031040,,,khalilmack,LOLB,9373,1,,,809,,,Khalil Mack,30
2037,211,Inactive,nfl,DB,Utah,2037,,9336,FALSE,FS,39,McGill,"6'3""",,,,,La Mirada (CA),,22e3f7ee-2866-4d65-8502-5bb5fc492a13,27644,6,16324,#KeithMcGill-NFL-FA-39,mcgill,Keith,,16940,1989-03-09,keith,1.51425E+12,,,,keithmcgill,,,,,591932,9999999,,,Keith McGill,31
2038,249,Inactive,nfl,TE,Utah,2038,,,FALSE,TE,82,Murphy,"6'4""",,,,,,,f91c001f-8816-47b6-a3d7-a9c25363d403,28213,1,16325,#JakeMurphy-NFL-FA-82,murphy,Jake,,17393,1989-09-21,jake,,,,,jakemurphy,,,,,570914,9999999,,,Jake Murphy,27
2039,195,Active,nfl,WR,West Alabama,2039,,10112,TRUE,WR,15,Roberts,"6'2""",,,,,McClay (FL),GB,27e60657-f73d-4125-906d-aa72cc3477dc,28214,7,16326,#SethRoberts-NFL-GB-15,roberts,Seth,,17402,1991-02-22,seth,1.60376E+12,00-0031166,,,sethroberts,,10142,,,704254,286,,,Seth Roberts,30
2040,255,Active,nfl,TE,Assumption,2040,,10016,TRUE,TE,83,Simonson,"6'5""",,,,,Middletown South (NJ),,b77aa319-b97f-4316-84c5-e51390432644,28215,6,16327,#ScottSimonson-NFL-FA-83,simonson,Scott,,17391,1992-04-13,scott,1.58261E+12,00-0031167,,,scottsimonson,,,,,564881,9999999,,,Scott Simonson,28
2041,190,Inactive,nfl,WR,West Texas A&M,2041,,10061,FALSE,WR,83,Allen,"6'0""",,,,,,,ec251689-808b-4f35-b1f7-743d4a37722a,27844,2,16333,#TorrenceAllen-NFL-FA-83,allen,Torrence,,16962,1991-03-31,torrence,,,,,torrenceallen,,,,,794253,9999999,,,Torrence Allen,27
2042,252,Active,nfl,LB,Georgia Tech,2042,,9343,TRUE,LB,97,Attaochu,"6'3""",,,,,Archbishop Carroll (DC),CHI,614c6237-8fe9-4a62-beec-0c44ca0fc2ad,27578,7,16334,#JeremiahAttaochu-NFL-CHI-97,attaochu,Jeremiah,,16761,1993-01-17,jeremiah,1.61636E+12,00-0031258,,,jeremiahattaochu,ROLB,9529,2,,553580,810,,{injury_override_regular_2020_5=COV},Jeremiah Attaochu,28
2043,333,Inactive,nfl,DL,Arkansas State,2043,,9399,FALSE,NT,90,Carrethers,"6'1""",,,,,Brentwood Academy (TN),,d6295fde-7c53-4b70-b924-45762e90e3c8,27693,6,16335,#RyanCarrethers-NFL-FA-90,carrethers,Ryan,,16851,1991-02-26,ryan,,,,,ryancarrethers,,,,,499445,9999999,,,Ryan Carrethers,29
2044,185,Inactive,nfl,WR,North Texas,2044,,,FALSE,WR,6,Chancellor,"5'8""",,,,,,,dd01994b-94fd-487b-9ed2-3b788f80665b,,0,16336,#BrelanChancellor-NFL-FA-6,chancellor,Brelan,,,1992-08-06,brelan,,,,,brelanchancellor,,,,,559327,9999999,,,Brelan Chancellor,25
2045,192,Inactive,nfl,DB,Arizona State,2045,,9311,FALSE,SS,36,Darby,"5'11""",,,,,,,b299a49e-5eea-4a46-9219-9402e80873c5,27846,1,16337,#AldenDarby-NFL-FA-36,darby,Alden,,16985,1992-06-22,alden,,,,,aldendarby,,,,,,9999999,,,Alden Darby,26
2046,200,Inactive,nfl,DB,Auburn,2046,,9338,FALSE,CB,43,Davis,"5'11""",,,,,Woodlawn (AL),,d77e2ccd-d900-4a4a-8b0c-46b5d0eee907,27847,6,16338,#ChrisDavis-NFL-FA-43,davis,Chris,,16987,1990-11-04,chris,,,,,chrisdavis,,,,,,9999999,,,Chris Davis,29
2047,183,Inactive,nfl,DB,Washington,2047,,10000,FALSE,CB,38,Ducre,"5'10""",,,,,Crenshaw (CA),,1d3184b0-e438-40ff-a56e-5092693249c6,27848,6,16339,#GregDucre-NFL-FA-38,ducre,Greg,,16989,1992-01-22,greg,,,,,gregducre,,,,,,9999999,,,Greg Ducre,28
2048,208,Inactive,nfl,RB,Arizona State,2048,,9522,FALSE,RB,41,Grice,"6'0""",,,,,,,1e2ec835-55a6-4cd2-91c4-c0cbf924ea12,27729,2,16341,#MarionGrice-NFL-FA-41,grice,Marion,,16956,1992-04-10,marion,,,,,mariongrice,,,,,652770,9999999,,,Marion Grice,25
2049,194,Inactive,nfl,WR,Arkansas,2049,,9906,FALSE,WR,15,Herndon,"6'0""",,,,,The Bolles School (FL),,c0b1c024-9f12-448d-bb2c-af991f6be399,27852,6,16343,#JavonteeHerndon-NFL-FA-15,herndon,Javontee,,17005,1991-06-29,javontee,,,,,javonteeherndon,,,,,555593,9999999,,,Javontee Herndon,29
2050,208,Inactive,nfl,RB,Buffalo,2050,,9550,FALSE,RB,40,Oliver,"5'8""",,,,,Miami Southridge (FL),,7dac43ce-3a74-4033-b63f-bf9171a24a55,28272,6,16345,#BrandenOliver-NFL-FA-40,oliver,Branden,,17452,1991-05-07,branden,1.53584E+12,00-0031277,,,brandenoliver,,10198,,,506492,9999999,,,Branden Oliver,29
2051,298,Inactive,nfl,DL,Utah,2051,,9647,TRUE,DT,91,Palepoi,"6'1""",,,,,,,e63a066c-48f4-462f-ab71-c642f1e083b6,27853,6,16346,#TennyPalepoi-NFL-FA-91,palepoi,Tenny,,17024,1990-12-19,tenny,1.53507E+12,,,,tennypalepoi,,9743,,,652030,9999999,,,Tenny Palepoi,29
2052,163,Inactive,nfl,WR,Baylor,2052,,,FALSE,WR,16,Reese,"5'10""",,,,,,,8a9b165e-f68e-4739-a978-9e79a1bb24b6,27768,1,16347,#TevinReese-NFL-FA-16,reese,Tevin,,16824,1991-01-02,tevin,,,,,tevinreese,,,,,503512,9999999,,,Tevin Reese,26
2053,315,Injured Reserve,nfl,OL,Nebraska,2053,,10010,TRUE,G,71,Sirles,"6'6""",,,,,Bear Creek (CO),,4a9a26fa-6a05-4c67-a023-43773a5c67f8,27855,6,16349,#JeremiahSirles-NFL-FA-71,sirles,Jeremiah,,17040,1991-08-08,jeremiah,1.58319E+12,00-0030923,,,jeremiahsirles,,9849,,,,9999999,,,Jeremiah Sirles,29
2054,260,Inactive,nfl,DL,Illinois State,2054,,10103,FALSE,DE,87,Underwood,"6'3""",,,,,,,80dd76ab-42f0-4440-8db5-e6f3e4f18f0c,27858,1,16352,#ColtonUnderwood-NFL-FA-87,underwood,Colton,,17047,1992-01-26,colton,,,,,coltonunderwood,,,,,,9999999,,,Colton Underwood,26
2055,188,Active,nfl,DB,Texas Christian,2055,,9330,TRUE,CB,22,Verrett,"5'10""",,,,,Rodriguez (CA),SF,13112f4f-03c9-432c-a033-454870cda46b,27553,7,16353,#JasonVerrett-NFL-SF-22,verrett,Jason,,16726,1991-06-18,jason,1.61584E+12,00-0031334,,,jasonverrett,LCB,9439,1,,592200,811,,,Jason Verrett,29
2056,310,Inactive,nfl,OL,Notre Dame,2056,,9441,FALSE,C,65,Watt,"6'3""",,,,,Glenbard West (IL),,d79fc231-485f-40f8-9491-d4f6651ab6dd,27617,6,16354,#ChrisWatt-NFL-FA-65,watt,Chris,,16754,1990-08-17,chris,,,,,chriswatt,,,,,,9999999,,,Chris Watt,30
2057,305,Inactive,nfl,DL,Northern Illinois,2057,,,FALSE,DT,93,Bishop,"6'0""",,,,,Piper (FL),,58082e7d-926f-4acd-9a6b-8b09d2306e4b,27779,6,16356,#KenBishop-NFL-FA-93,bishop,Ken,,16953,1990-09-08,ken,,,,,kenbishop,,,,,,9999999,,,Ken Bishop,30
2058,206,Inactive,nfl,WR,Vanderbilt,2058,,,FALSE,WR,14,Boyd,"6'4""",,,,,,,081c5f81-30a3-4bd7-add0-7f3f870af4c9,,1,16357,#ChrisBoyd-NFL-FA-14,boyd,Chris,,,1991-12-16,chris,,,,,chrisboyd,,,,,,9999999,,,Chris Boyd,25
2059,300,Inactive,nfl,DL,Arizona State,2059,,9890,FALSE,DT,62,Coleman,"6'2""",,,,,Glenville HS,,44c53f1f-9ae6-4166-af73-c5e1c7fa9a11,28127,6,16359,#DavonColeman-NFL-FA-62,coleman,Davon,,17334,1991-01-11,davon,,,,,davoncoleman,,,,,,9999999,,,Davon Coleman,29
2060,271,Inactive,nfl,RB,LSU,2060,,,FALSE,FB,48,Copeland,"5'11""",,,,,,,24986a79-652d-4302-8516-44d7388acbe5,,1,16360,#JCCopeland-NFL-FA-48,copeland,JC,,17326,1991-07-21,jc,,,,,jccopeland,,,,,540508,9999999,,,JC Copeland,26
2061,275,Inactive,nfl,DL,Stanford,2061,,9417,FALSE,DE,49,Gardner,"6'4""",,,,,,,e5002def-032c-4191-9b74-225f1ccd30bf,27759,2,16363,#BenGardner-NFL-FA-49,gardner,Ben,,16839,1991-04-29,ben,,,,,bengardner,,,,,,9999999,,,Ben Gardner,27
2062,235,Active,nfl,LB,Iowa,2062,,9643,TRUE,LB,53,Hitchens,"6'0""",,,,,Clearview (OH),KC,919cdf12-3811-49d1-a7a5-65ff29a59434,27647,7,16364,#AnthonyHitchens-NFL-KC-53,hitchens,Anthony,,16883,1992-06-10,anthony,1.61041E+12,00-0031348,,,anthonyhitchens,LB,9658,1,,553657,812,,,Anthony Hitchens,28
2063,250,Active,nfl,LS,Iowa,2063,,11214,TRUE,LS,58,Kreiter,"6'1""",,,,,Central (IA),NYG,d86d53af-2eb8-425c-90ab-851122cc633f,28130,7,16365,#CaseyKreiter-NFL-NYG-58,kreiter,Casey,,17304,1990-08-13,casey,1.60615E+12,00-0030957,,,caseykreiter,,,,,,9999999,,,Casey Kreiter,30
2064,265,Active,nfl,DL,Boise State,2064,,9344,TRUE,DE,90,Lawrence,"6'3""",,,,,Silver Bluff (SC),DAL,3e3bd10a-6462-47f8-8938-42518781d060,27562,7,16366,#DemarcusLawrence-NFL-DAL-90,lawrence,Demarcus,,16802,1992-04-28,demarcus,1.6109E+12,00-0031411,,,demarcuslawrence,LDE,9633,1,,,813,,,Demarcus Lawrence,29
2065,195,Inactive,nfl,RB,Texas A&M,2065,,9811,FALSE,RB,33,Malena,"5'8""",,,,,,,c408cc9f-6384-4c32-a839-84fce21c56be,28131,1,16367,#BenMalena-NFL-FA-33,malena,Ben,,17319,1992-05-29,ben,,,,,benmalena,,,,,,9999999,,,Ben Malena,25
2066,315,Active,nfl,OL,Notre Dame,2066,,9266,TRUE,OG,70,Martin,"6'4""",,,,,Bishop Chatard (IN),DAL,5a001d28-b271-410a-8c91-3159a6096258,27544,7,16369,#ZackMartin-NFL-DAL-70,martin,Zack,,16709,1990-11-20,zack,1.61912E+12,00-0031402,,,zackmartin,RG,9422,1,,,9999999,,,Zack Martin,30
2067,190,Active,nfl,DB,Oregon,2067,,9332,TRUE,CB,39,Mitchell,"5'11""",,,,,Luther Burbank (CA),HOU,94f04ef5-238a-4f38-b45a-de2e7f3b9f9e,27782,7,16370,#TerranceMitchell-NFL-HOU-39,mitchell,Terrance,,16927,1992-05-17,terrance,1.61594E+12,00-0031097,,,terrancemitchell,LCB,,2,,545830,814,,,Terrance Mitchell,28
2068,188,Active,nfl,DB,Oklahoma State,2068,,9830,TRUE,CB,8,Patmon,"5'10""",,,,,Vista Ridge (TX),,10af66eb-88ac-456d-8d47-d7c1e19c8b30,28270,6,16372,#TylerPatmon-NFL-FA-8,patmon,Tyler,,17450,1991-01-26,tyler,1.56729E+12,00-0031276,,,tylerpatmon,,,,,497255,9999999,,,Tyler Patmon,29
2069,315,Inactive,nfl,OL,South Carolina,2069,,10612,TRUE,C,62,Patrick,"6'2""",,,,,,,c5748df6-0379-495e-8592-0a3df036de28,28135,5,16373,#RonaldPatrick-NFL-FA-62,patrick,Ronald,,17327,1991-11-01,ronald,,,,,ronaldpatrick,,,,,,9999999,,,Ronald Patrick,27
2070,186,Inactive,nfl,DB,Tarleton State,2070,,10445,FALSE,CB,35,Phillips,"5'11""",,,,,Duncanville (TX),,c42dbe37-e779-489c-b5ad-c5749544a2bf,28136,6,16374,#DashaunPhillips-NFL-FA-35,phillips,Dashaun,,17333,1991-01-03,dashaun,,00-0030963,,,dashaunphillips,,,,,567249,9999999,,,Dashaun Phillips,29
2071,310,Inactive,nfl,OL,Akron,2071,,10120,FALSE,G,63,Pughsley,"6'4""",,,,,Lima (OH),,2704b8c6-2f29-459c-ac3c-f921acf955d0,28137,6,16375,#JarrodPughsley-NFL-FA-63,pughsley,Jarrod,,17312,1990-12-18,jarrod,,,,,jarrodpughsley,,,,,,9999999,,,Jarrod Pughsley,29
2072,182,Inactive,nfl,DB,Bethel (TN),2072,,,FALSE,S,47,Skinner,"6'1""",,,,,,,fe11b6c1-43bd-42ab-9264-ca25b70ad49d,,1,16377,#JocquelSkinner-NFL-FA-47,skinner,Jocquel,,17340,1988-05-26,jocquel,,,,,jocquelskinner,,,,,,9999999,,,Jocquel Skinner,29
2073,240,Active,nfl,RB,San Jose State,2073,,9990,TRUE,FB,40,Smith,"6'0""",,,,,Charter Oak (CA),ATL,955093e0-39aa-48b4-b34d-259b369e6535,28141,7,16378,#KeithSmith-NFL-ATL-40,smith,Keith,,17315,1992-04-08,keith,1.60998E+12,00-0030968,,,keithsmith,RB,,3,,558973,447,,,Keith Smith,29
2074,200,Injured Reserve,nfl,WR,Pittsburgh,2074,,9464,FALSE,WR,18,Street,"6'3""",,,,,Liberty (PA),,0774d0d6-3e8a-41fb-b087-90c21502d312,27674,6,16381,#DevinStreet-NFL-FA-18,street,Devin,,16815,1991-03-30,devin,,,,,devinstreet,,9557,,,511852,9999999,,,Devin Street,29
2075,235,Inactive,nfl,QB,West Texas A&M,2075,,9678,TRUE,QB,2,Vaughan,"6'5""",,,,,,,5758c325-819c-4f83-9ad2-b0376348884f,28142,5,16382,#DustinVaughan-NFL-FA-2,vaughan,Dustin,,17337,1991-01-27,dustin,,,,,dustinvaughan,,,,,794256,9999999,,,Dustin Vaughan,28
2076,195,Inactive,nfl,WR,Missouri,2076,,,FALSE,WR,82,Washington,"6'4""",,,,,,,5cec52d1-4744-40a3-a338-7d9f7d597523,28143,1,16383,#LDamianWashington-NFL-FA-82,washington,L'Damian,,17307,1985-11-15,ldamian,,,,,ldamianwashington,,,,,,9999999,,,L'Damian Washington,31
2077,232,Inactive,nfl,LB,Louisiana-Lafayette,2077,,,FALSE,OLB,47,Anderson,"6'2""",,,,,,,ccf8a7c2-e7c1-40de-b12c-8d8bed2db146,28052,1,16387,#JustinAnderson-NFL-FA-47,anderson,Justin,,17103,1991-01-16,justin,,,,,justinanderson,,,,,,9999999,,,Justin Anderson,26
2078,198,Active,nfl,WR,Louisiana State,2078,,9255,TRUE,WR,13,Beckham,"5'11""",Questionable,,,,Isidore Newman (LA),CLE,354dec38-b88b-4ba0-8974-859123f27c45,27540,7,16389,#OdellBeckham-NFL-CLE-13,beckham,Odell,,16733,1992-11-05,odell,1.61506E+12,00-0031235,,,odellbeckham,LWR,9403,1,,589984,34,,,Odell Beckham,28
2079,193,Inactive,nfl,DB,San Diego State,2079,,9313,TRUE,FS,31,Berhe,"5'10""",,,,,,,aa80f701-cce8-4136-b0cb-965fb8c90519,27680,6,16390,#NatBerhe-NFL-FA-31,berhe,Nat,,16850,1991-07-06,nat,1.55235E+12,00-0031070,,,natberhe,,,,,512382,9999999,,,Nat Berhe,29
2080,314,Active,nfl,DL,Syracuse,2080,,9404,TRUE,DT,90,Bromley,"6'3""",,,,,Flushing (NY),,8fd4379f-242a-4388-ae91-5b99acbb1bd8,27602,6,16391,#JayBromley-NFL-FA-90,bromley,Jay,,16776,1992-05-28,jay,1.5649E+12,00-0031403,,,jaybromley,,9588,,,558716,9999999,,,Jay Bromley,28
2081,270,Inactive,nfl,DL,Georgia Tech,2081,,,FALSE,DE,98,Dieke,"6'6""",,,,,,,18c8ea3e-76ea-4df2-a4e2-ba37993efac4,28164,1,16392,#EmmanuelDieke-NFL-FA-98,dieke,Emmanuel,,17303,1990-09-23,emmanuel,,,,,emmanueldieke,,,,,,9999999,,,Emmanuel Dieke,26
2082,261,Active,nfl,TE,Southern California,2082,,9283,TRUE,TE,85,Grimble,"6'4""",,,,,Bishop Gorman (NV),BAL,c9557ff2-899f-41e3-8a0e-35ca874db9b2,28184,6,16395,#XavierGrimble-NFL-BAL-85,grimble,Xavier,,17348,1992-09-22,xavier,1.60591E+12,00-0031035,,,xaviergrimble,TE,,5,,555680,815,,,Xavier Grimble,28
2083,192,Active,nfl,DB,Notre Dame,2083,,9671,TRUE,DB,39,Jackson,"6'0""",,,,,Raritan (NJ),NYJ,144ef260-a22e-45df-9bbe-52a11f9188ba,27715,7,16396,#BennettJackson-NFL-NYJ-39,jackson,Bennett,,16879,1991-09-16,bennett,1.61792E+12,00-0031188,,,bennettjackson,,,,,,816,,,Bennett Jackson,29
2084,256,Active,nfl,LB,Southern California,2084,,9377,TRUE,LB,42,Kennard,"6'3""",,,,,Desert Vista (AZ),ARI,036131ed-3862-4f06-8379-084d3b2352d5,27702,7,16397,#DevonKennard-NFL-ARI-42,kennard,Devon,,16820,1991-06-24,devon,1.60513E+12,00-0031241,,,devonkennard,OLB,9682,3,,510152,817,,,Devon Kennard,29
2085,312,Inactive,nfl,DL,South Carolina,2085,,9365,FALSE,DE,64,Quarles,"6'4""",,,,,Greenwood (SC),,6ea7596c-c72d-4db6-a452-579ebbd13d15,28049,6,16399,#KelcyQuarles-NFL-FA-64,quarles,Kelcy,,17235,1992-01-23,kelcy,,,,,kelcyquarles,,,,,,9999999,,,Kelcy Quarles,28
2086,290,Active,nfl,OL,Colorado State,2086,,9431,TRUE,C,58,Richburg,"6'4""",,,,,Bushland (TX),SF,f42981b3-d272-4438-a024-f28277392ec8,27571,7,16400,#WestonRichburg-NFL-SF-58,richburg,Weston,,16746,1991-07-09,weston,1.61566E+12,00-0031238,,,westonrichburg,C,9534,2,,,9999999,,,Weston Richburg,29
2087,262,Inactive,nfl,DL,James Madison,2087,,,FALSE,DE,66,Stanton,"6'3""",,,,,,,597ab44a-86bc-4df2-95de-c31e3d4c55dc,,1,16401,#JordanStanton-NFL-FA-66,stanton,Jordan,,17313,1985-09-06,jordan,,,,,jordanstanton,,,,,,9999999,,,Jordan Stanton,32
2088,220,Inactive,nfl,RB,Boston College,2088,,9520,FALSE,RB,44,Williams,"6'0""",,,,,Parkland (PA),,f70e835c-89b5-4da2-9bc8-ed9cdcdb2ac1,27641,6,16402,#AndreWilliams-NFL-FA-44,williams,Andre,,16889,1992-08-28,andre,1.52123E+12,,,,andrewilliams,,9407,,,553277,9999999,,,Andre Williams,28
2089,261,Active,nfl,DL,Richmond,2089,,9691,TRUE,DE,72,Wynn,"6'5""",,,,,Louisa County (VA),,d694d99d-0dd2-443f-b02a-6cd377cdaf6e,28051,6,16403,#KerryWynn-NFL-FA-72,wynn,Kerry,,17296,1991-02-12,kerry,1.57109E+12,00-0030776,,,kerrywynn,,,,,,9999999,,,Kerry Wynn,29
2090,257,Inactive,nfl,TE,Indiana,2090,,,FALSE,TE,83,Bolser,"6'5""",,,,,,,0a8f22b8-f01c-4f8d-82f5-99ebed048cd0,,1,16406,#TedBolser-NFL-FA-83,bolser,Ted,,16827,1990-10-22,ted,,,,,tedbolser,,,,,508891,9999999,,,Ted Bolser,26
2091,195,Active,nfl,DB,Clemson,2091,,9648,TRUE,CB,21,Breeland,"5'11""",,,Breeland will miss 4 games due to violation of the substance abuse policy.,,Allendale-Fairfax (SC),KC,ba905b34-8412-4553-9055-3460368cc608,27630,7,16407,#BashaudBreeland-NFL-KC-21,breeland,Bashaud,,16890,1992-01-30,bashaud,1.61143E+12, 00-0031052,,,bashaudbreeland,RCB,9585,1,,560235,818,,,Bashaud Breeland,29
2092,200,Inactive,nfl,DB,Memphis,2092,,14661,FALSE,S,35,Davis,"6'1""",,,,,Laurel,,0300f83a-c349-4aad-8dca-20e5f80a55e1,27524,6,16409,#AkeemDavis-NFL-FA-35,davis,Akeem,,16702,1989-12-25,akeem,1.58783E+12,,,,akeemdavis,,,,,,9999999,,,Akeem Davis,30
